Series_Title,Released_Year,Runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,Genre_Drama,Genre_Crime,Genre_Action,Genre_Adventure,Genre_Biography,Genre_History,Genre_Sci-Fi,Genre_Romance,Genre_Western,Genre_Fantasy,Genre_Comedy,Genre_Thriller,Genre_Animation,Genre_Family,Genre_War,Genre_Mystery,Genre_Music,Genre_Horror,Genre_Musical,Genre_Film-Noir,Genre_Sport,Certificate_16,Certificate_A,Certificate_Approved,Certificate_G,Certificate_GP,Certificate_PG,Certificate_PG-13,Certificate_Passed,Certificate_R,Certificate_TV-14,Certificate_TV-MA,Certificate_TV-PG,Certificate_U,Certificate_U/A,Certificate_UA,Certificate_Unrated,Actor_Popularity,Director_Popularity
The Departed,2006.0,1.0202076301816263,0.5294117647058822,0.7916666666666667,Martin Scorsese,Leonardo DiCaprio,Matt Damon,Jack Nicholson,Mark Wahlberg,1.8592180707305779,0.8804288139506827,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31,10
The Pianist,2002.0,0.9840146533765451,0.5294117647058822,0.7916666666666667,Roman Polanski,Adrien Brody,Thomas Kretschmann,Frank Finlay,Emilia Fox,1.4226014575179746,0.2647519562294228,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6,5
Gladiator,2000.0,1.1649795374019507,0.5294117647058822,0.5416666666666666,Ridley Scott,Russell Crowe,Joaquin Phoenix,Connie Nielsen,Oliver Reed,1.966355934677998,1.0337355642350794,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14,6
American History X,1998.0,-0.1379676275809691,0.5294117647058822,0.4722222222222222,Tony Kaye,Edward Norton,Edward Furlong,Beverly D'Angelo,Jennifer Lien,1.734535686374592,-0.428272901459658,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,11,2
The Usual Suspects,1995.0,-0.6084763260470234,0.5294117647058822,0.6805555555555556,Bryan Singer,Kevin Spacey,Gabriel Byrne,Chazz Palminteri,Stephen Baldwin,1.6961904585053813,0.11843943791685707,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,3
Lon,1994.0,-0.463704418826699,0.5294117647058822,0.5,Luc Besson,Jean Reno,Gary Oldman,Natalie Portman,Danny Aiello,1.7349937677420602,0.0395136656540314,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,2
The Lion King,1994.0,-1.2599499085384833,0.5294117647058822,0.8333333333333333,Roger Allers,Rob Minkoff,Matthew Broderick,Jeremy Irons,James Earl Jones,1.650770221944242,1.390252408816722,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,1
Terminator 2: Judgment Day,1991.0,0.5135059549104908,0.5294117647058822,0.6527777777777777,James Cameron,Arnold Schwarzenegger,Linda Hamilton,Edward Furlong,Robert Patrick,1.7000535749565324,1.072097602289628,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9,5
Nuovo Cinema Paradiso,1988.0,1.1649795374019507,0.5294117647058822,0.7222222222222223,Giuseppe Tornatore,Philippe Noiret,Enzo Cannavale,Antonella Attili,Isa Danieli,0.3948392456829639,-0.1740361082386982,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,3
Hotaru no haka,1988.0,-1.2237569317334023,0.5294117647058822,0.9166666666666667,Isao Takahata,Tsutomu Tatsumi,Ayano Shiraishi,Akemi Yamaguchi,Yoshiko Shinohara,0.41196115576445,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,3
Back to the Future,1985.0,-0.2465465579962124,0.5294117647058822,0.8194444444444444,Robert Zemeckis,Michael J. Fox,Christopher Lloyd,Lea Thompson,Crispin Glover,1.754482315054514,1.084286726504107,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9,5
Once Upon a Time in the West,1968.0,1.5269093054527616,0.5294117647058822,0.7222222222222223,Sergio Leone,Henry Fonda,Charles Bronson,Claudia Cardinale,Jason Robards,0.6375382749566341,-0.5307121869594229,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13,6
Psycho,1960.0,-0.4998973956317801,0.5294117647058822,0.9583333333333333,Alfred Hitchcock,Anthony Perkins,Janet Leigh,Vera Miles,John Gavin,1.2542313594054524,0.2569651723329195,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,14
Casablanca,1942.0,-0.7532482332673478,0.5294117647058822,1.0,Michael Curtiz,Humphrey Bogart,Ingrid Bergman,Paul Henreid,Claude Rains,1.1238065790315253,-1.2540724797827838,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,17,2
Modern Times,1936.0,-1.2961428853435644,0.5294117647058822,0.9444444444444444,Charles Chaplin,Charles Chaplin,Paulette Goddard,Henry Bergman,Tiny Sandford,0.34355229389470365,-2.0605362983640525,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,11,6
City Lights,1931.0,-1.2961428853435644,0.5294117647058822,0.9861111111111112,Charles Chaplin,Charles Chaplin,Virginia Cherrill,Florence Lee,Harry Myers,0.11056987883615979,-3.000724847426945,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9,6
Capharnam,2018.0,0.11538321005459864,0.47058823529411775,0.6527777777777777,Nadine Labaki,Zain Al Rafeea,Yordanos Shiferaw,Boluwatife Treasure Bankole,Kawsar Al Haddad,-0.7694904308080639,-1.0419089131162134,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1
Ayla: The Daughter of War,2017.0,0.07919023324951754,0.47058823529411775,0.7083333333333333,Can Ulkay,Erdem Can,etin Tekindor,Ismail Hacioglu,Kyung-jin Lee,-1.3120500110973297,0.5881459478426638,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6,1
Vikram Vedha,2017.0,0.8754357229613018,0.47058823529411775,0.7083333333333333,Gayatri,Pushkar,Madhavan,Vijay Sethupathi,Shraddha Srinath,-1.4756414213909443,0.5881459478426638,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6,1
Kimi no na wa.,2016.0,-0.6084763260470234,0.47058823529411775,0.7083333333333333,Makoto Shinkai,Rynosuke Kamiki,Mone Kamishiraishi,Ry Narita,Aoi Yki,0.2437495464841008,-0.5565625054642389,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6,1
Dangal,2016.0,1.3821373982324372,0.47058823529411775,0.7083333333333333,Nitesh Tiwari,Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh,Sanya Malhotra,0.04799629200135635,-0.15957964465190957,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12,2
Spider-Man: Into the Spider-Verse,2018.0,-0.2103535811911313,0.47058823529411775,0.8194444444444444,Bob Persichetti,Peter Ramsey,Rodney Rothman,Shameik Moore,Jake Johnson,0.8286084382246721,1.0396276096917272,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,1
Avengers: Endgame,2019.0,2.105996934334059,0.47058823529411775,0.6944444444444444,Anthony Russo,Joe Russo,Robert Downey Jr.,Chris Evans,Mark Ruffalo,1.5158842417200233,1.70119005398618,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,24,4
Avengers: Infinity War,2018.0,0.947821676571464,0.47058823529411775,0.5555555555555556,Anthony Russo,Joe Russo,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,1.5425146746501568,1.5981456454315404,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,21,4
Coco,2017.0,-0.6446693028521046,0.47058823529411775,0.7361111111111112,Lee Unkrich,Adrian Molina,Anthony Gonzalez,Gael Garca Bernal,Benjamin Bratt,0.8499192640192698,1.0824404650820914,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8,2
Django Unchained,2012.0,1.5269093054527616,0.47058823529411775,0.7361111111111112,Quentin Tarantino,Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,Kerry Washington,1.977088164309281,0.9712483919997736,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,8
The Dark Knight Rises,2012.0,1.4907163286476806,0.47058823529411775,0.6944444444444444,Christopher Nolan,Christian Bale,Tom Hardy,Anne Hathaway,Gary Oldman,2.0757695532411233,1.4158249057898487,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,25,8
3 Idiots,2009.0,1.7078741894781673,0.47058823529411775,0.5416666666666666,Rajkumar Hirani,Aamir Khan,Madhavan,Mona Singh,Sharman Joshi,0.752462250946003,-0.4406615077690374,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14,4
Taare Zameen Par,2007.0,1.5269093054527616,0.47058823529411775,0.7083333333333333,Aamir Khan,Amole Gupte,Darsheel Safary,Aamir Khan,Tisca Chopra,0.11616983253211997,-1.17602657818774,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11,1
WALLE,2008.0,-0.8980201404876722,0.47058823529411775,0.9305555555555556,Andrew Stanton,Ben Burtt,Elissa Knight,Jeff Garlin,Fred Willard,1.7038875462865584,1.1109742486540146,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,2
The Lives of Others,2006.0,0.5135059549104908,0.47058823529411775,0.8472222222222221,Florian Henckel von Donnersmarck,Ulrich Mhe,Martina Gedeck,Sebastian Koch,Ulrich Tukur,0.7886315265848366,-0.2006143673867818,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,1
Oldeuboi,2003.0,-0.789441210072429,0.47058823529411775,0.6805555555555556,Chan-wook Park,Choi Min-sik,Yoo Ji-Tae,Kang Hye-jeong,Kim Byeong-Ok,1.1123750494606763,-1.4166624581507756,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4
Memento,2000.0,-0.3551254884114557,0.47058823529411775,0.7222222222222223,Christopher Nolan,Guy Pearce,Carrie-Anne Moss,Joe Pantoliano,Mark Boone Junior,1.8098019500633713,0.15804355594218625,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7,8
Mononoke-hime,1997.0,0.4049270244952475,0.47058823529411775,0.6666666666666667,Hayao Miyazaki,Yji Matsuda,Yuriko Ishida,Yko Tanaka,Billy Crudup,0.7491537595110863,-0.8848767651922053,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6,11
Once Upon a Time in America,1984.0,3.8432598209779525,0.47058823529411775,0.7083333333333333,Sergio Leone,Robert De Niro,James Woods,Elizabeth McGovern,Treat Williams,0.6623129699845691,-0.5307121869594229,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21,6
Raiders of the Lost Ark,1981.0,-0.2827395348012935,0.47058823529411775,0.7916666666666667,Steven Spielberg,Harrison Ford,Karen Allen,Paul Freeman,John Rhys-Davies,1.5941019817262796,1.1563229974721552,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,13
The Shining,1980.0,0.8392427461562207,0.47058823529411775,0.5277777777777778,Stanley Kubrick,Jack Nicholson,Shelley Duvall,Danny Lloyd,Scatman Crothers,1.608253755100989,0.39696108778452727,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,9
Apocalypse Now,1979.0,0.8754357229613018,0.47058823529411775,0.9166666666666667,Francis Ford Coppola,Martin Sheen,Marlon Brando,Robert Duvall,Frederic Forrest,1.257457263268547,0.6779293754261204,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,13,5
Alien,1979.0,-0.2103535811911313,0.47058823529411775,0.8472222222222221,Ridley Scott,Sigourney Weaver,Tom Skerritt,John Hurt,Veronica Cartwright,1.4911284858041005,0.6531992859082236,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9,6
Anand,1971.0,-0.029388697165725768,0.47058823529411775,0.7083333333333333,Hrishikesh Mukherjee,Rajesh Khanna,Amitabh Bachchan,Sumita Sanyal,Ramesh Deo,-1.4186494555383675,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,1
Tengoku to jigoku,1963.0,0.7306638157409774,0.47058823529411775,0.7083333333333333,Akira Kurosawa,Toshir Mifune,Yutaka Sada,Tatsuya Nakadai,Kyko Kagawa,-1.3056603177466195,0.5881459478426638,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,10
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964.0,-1.0065990709029156,0.47058823529411775,0.9583333333333333,Stanley Kubrick,Peter Sellers,George C. Scott,Sterling Hayden,Keenan Wynn,0.9920714330451198,-1.8301166625995948,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,9
Witness for the Prosecution,1957.0,-0.2465465579962124,0.47058823529411775,0.7083333333333333,Billy Wilder,Tyrone Power,Marlene Dietrich,Charles Laughton,Elsa Lanchester,-0.2759642913231309,-0.3422101161378092,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,9
Paths of Glory,1957.0,-1.2599499085384833,0.47058823529411775,0.8611111111111112,Stanley Kubrick,Kirk Douglas,Ralph Meeker,Adolphe Menjou,George Macready,0.16351119783570284,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,9
Rear Window,1954.0,-0.3913184652165368,0.47058823529411775,1.0,Alfred Hitchcock,James Stewart,Grace Kelly,Wendell Corey,Thelma Ritter,0.9792955832141358,0.3179040582708894,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,15,14
Sunset Blvd.,1950.0,-0.463704418826699,0.47058823529411775,0.7083333333333333,Billy Wilder,William Holden,Gloria Swanson,Erich von Stroheim,Nancy Olson,0.2743525315776033,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10,9
The Great Dictator,1940.0,0.07919023324951754,0.47058823529411775,0.7083333333333333,Charles Chaplin,Charles Chaplin,Paulette Goddard,Jack Oakie,Reginald Gardiner,0.28104919819739627,-1.8105506454606044,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10,6
1917,2019.0,-0.1379676275809691,0.41176470588235325,0.6944444444444444,Sam Mendes,Dean-Charles Chapman,George MacKay,Daniel Mays,Colin Firth,0.941869187858475,0.9614919112550466,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7,4
Tumbbad,2018.0,-0.6808622796571856,0.41176470588235325,0.7083333333333333,Rahi Anil Barve,Anand Gandhi,Adesh Prasad,Sohum Shah,Jyoti Malshe,-1.4949627347135563,0.5881459478426638,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1
Andhadhun,2018.0,0.585891908520653,0.41176470588235325,0.7083333333333333,Sriram Raghavan,Ayushmann Khurrana,Tabu,Radhika Apte,Anil Dhawan,-0.6466311456331937,-1.1252407518881167,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10,1
Drishyam,2013.0,1.3459444214273562,0.41176470588235325,0.7083333333333333,Jeethu Joseph,Mohanlal,Meena,Asha Sharath,Ansiba,-1.4055042913965814,0.5881459478426638,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,1
Jagten,2012.0,-0.2827395348012935,0.41176470588235325,0.6805555555555556,Thomas Vinterberg,Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,Lasse Fogelstrm,0.5726744037013175,-1.4294424877833336,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9,3
Jodaeiye Nader az Simin,2011.0,0.006804279639355334,0.41176470588235325,0.9305555555555556,Asghar Farhadi,Payman Maadi,Leila Hatami,Sareh Bayat,Shahab Hosseini,0.3522018146184348,-0.40420567571704585,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6,4
Incendies,2010.0,0.2963480940800042,0.41176470588235325,0.7222222222222223,Denis Villeneuve,Lubna Azabal,Mlissa Dsormeaux-Poulin,Maxim Gaudette,Mustafa Kamel,0.010377875324726367,-0.41939667029167865,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,5
Miracle in cell NO.7,2019.0,0.3325410708850853,0.41176470588235325,0.7083333333333333,Mehmet Ada ztekin,Aras Bulut Iynemli,Nisa Sofiya Aksongur,Deniz Baysal,Celile Toyon Uysal,-1.316694857167252,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,1
Babam ve Oglum,2005.0,-0.3913184652165368,0.41176470588235325,0.7083333333333333,agan Irmak,etin Tekindor,Fikret Kuskan,Hmeyra,Ege Tanman,-0.5630880544761987,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1
Inglourious Basterds,2009.0,1.0925935837917884,0.41176470588235325,0.5694444444444444,Quentin Tarantino,Brad Pitt,Diane Kruger,Eli Roth,Mlanie Laurent,1.915980696324308,0.8392787553568444,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17,8
Eternal Sunshine of the Spotless Mind,2004.0,-0.5360903724368612,0.41176470588235325,0.8472222222222221,Michel Gondry,Jim Carrey,Kate Winslet,Tom Wilkinson,Gerry Robert Byrne,1.62150138540045,0.2887226422559348,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10,1
Amlie,2001.0,-0.029388697165725768,0.41176470588235325,0.5694444444444444,Jean-Pierre Jeunet,Audrey Tautou,Mathieu Kassovitz,Rufus,Lorella Cravotta,1.3904660758492675,0.2734660719384165,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,2
Snatch,2000.0,-0.6808622796571856,0.41176470588235325,0.375,Guy Ritchie,Jason Statham,Brad Pitt,Benicio Del Toro,Dennis Farina,1.4845251405366962,0.23340509992645822,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,19,4
Requiem for a Dream,2000.0,-0.7532482332673478,0.41176470588235325,0.5555555555555556,Darren Aronofsky,Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,1.4670800887771758,-0.6980033728998055,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,3
American Beauty,1999.0,-0.029388697165725768,0.41176470588235325,0.7777777777777777,Sam Mendes,Kevin Spacey,Annette Bening,Thora Birch,Wes Bentley,1.7642651003510805,0.872775034323504,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8,4
Good Will Hunting,1997.0,0.11538321005459864,0.41176470588235325,0.5833333333333334,Gus Van Sant,Robin Williams,Matt Damon,Ben Affleck,Stellan Skarsgrd,1.5710793826505256,0.9000465223703353,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,21,1
Bacheha-Ye aseman,1997.0,-1.2237569317334023,0.41176470588235325,0.6805555555555556,Majid Majidi,Mohammad Amir Naji,Amir Farrokh Hashemian,Bahare Seddiqi,Nafise Jafar-Mohammadi,-0.7317271202793199,-1.2947361718551391,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,1
Toy Story,1995.0,-1.513300746174051,0.41176470588235325,0.9305555555555556,John Lasseter,Tom Hanks,Tim Allen,Don Rickles,Jim Varney,1.5974454779301186,1.0432017055951655,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,21,2
Braveheart,1995.0,1.997418003918816,0.41176470588235325,0.5555555555555556,Mel Gibson,Mel Gibson,Sophie Marceau,Patrick McGoohan,Angus Macfadyen,1.66686531650838,0.6344401654302658,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,3
Reservoir Dogs,1992.0,-0.8618271636825912,0.41176470588235325,0.7083333333333333,Quentin Tarantino,Harvey Keitel,Tim Roth,Michael Madsen,Chris Penn,1.628231563998066,-0.8076596456778306,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9,8
Full Metal Jacket,1987.0,-0.2465465579962124,0.41176470588235325,0.6666666666666667,Stanley Kubrick,Matthew Modine,R. Lee Ermey,Vincent D'Onofrio,Adam Baldwin,1.3533420545964279,0.41970585080691875,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,9
Idi i smotri,1985.0,0.6944708389358963,0.41176470588235325,0.7083333333333333,Elem Klimov,Aleksey Kravchenko,Olga Mironova,Liubomiras Laucevicius,Vladas Bagdonas,-0.8220237168615059,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1
Aliens,1986.0,0.5135059549104908,0.41176470588235325,0.7777777777777777,James Cameron,Sigourney Weaver,Michael Biehn,Carrie Henn,Paul Reiser,1.3231797429666265,0.686723611640979,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9,5
